id;name;year;rank
2951;"6horts #4: Checkpoint";2002;NULL
2952;"6horts #5: Kamunting";2002;NULL
2953;"6horts #6: Pangyau";2002;NULL
2954;6ix;1999;6.1
2955;"6PM in America";2003;NULL
2957;"6th Annual Family Television Awards, The";2004;NULL
2958;"6th Annual National Songwriter Awards, The";1986;NULL
2959;"6th Annual Screen Actors Guild Awards";2000;NULL
2960;"6th Annual Soul Train Music Awards, The";1992;NULL
2961;"6th Annual Young Comedians";1981;NULL
2962;"6th Ave. New York Elevated Railroad";1903;NULL
2964;"6th Day, The";2000;5.9
2966;"7 1/2 Floor Orientation, The";2000;NULL
2967;"7 A.M.";1982;NULL
2968;"7 ans de mariage";2003;6
2969;"7 calles";1981;NULL
2970;"7 caras de un diamante, Las";2002;NULL
2971;"7 Days";1995;NULL
2972;"7 Days In September";2002;8.1
2974;"7 dnej s russkoj krasavitsej";1994;NULL
2975;"7 das";2004;NULL
2976;"7 ddssyndene, De";2000;8.3
2977;"7 Faces of Dr. Lao";1964;6.9
2978;"7 fatiche di Ali Baba, Le";1963;NULL
2979;"7 fois... par jour";1971;2.7
2980;"7 fugas del capitn fantasma";1989;NULL
2981;"7 giorni in ospedale";1996;NULL
2982;"7 Grandmasters";1978;7.2
2983;"7 hommes de Muriel Poukisse, Les";2004;NULL
2984;"7 hoshil sonnim";1978;NULL
2985;"7 infantes de Lara";1973;NULL
2986;"7 jin gong";1994;5.4
2987;"7 krds a szerelemrl";1969;NULL
2988;"7 leguas, El";1955;NULL
2989;"7 Lucky Ninja Kids";1989;4.3
2990;"7 mujeres, un homosexual y Carlos";2004;4.1
2991;"7 Mystery Years";2001;NULL
2992;"7 note in nero";1977;5.8
2993;"7 pecados capitales, Los";1975;NULL
2994;"7 Plus Seven";1970;NULL
2995;"7 pra-jan-barn";2002;4.7
2996;"7 Saal Baad";1987;NULL
2997;"7 Seconds";2005;NULL
2998;"7 Songs";2003;9
2999;"7 Star Grand Mantis";1983;NULL
3000;"7 Stze ber das Leben";1967;NULL
3001;"7 Up Born in the Soviet Union";1990;NULL
3002;"7 Up South Africa";1992;NULL
3003;"7 vies du docteur Laux, Les";2000;NULL
3004;"7 Wise Dwarfs";1941;5.9
3005;"7 Women";1966;6.3
3006;"7 Year Zig Zag";2003;NULL
3007;"7, Hyden Park: la casa maledetta";1985;4.7
3008;7-9-13;1934;NULL
3010;"7-Teen Sips";2000;8
3011;"7. himmel";2003;8.9
3012;"7. Jahr - Ansichten zur Lage der Nation, Das";1997;NULL
3013;"7. Jahr, Das";1969;NULL
3014;"7/25 Nana-Ni-Go";1999;NULL
3015;"7/64: Leda mit dem Schwan";1964;NULL
3016;"70 Anos de Brasil";1974;NULL
3017;"70'ernes folk";1975;NULL
3018;"70,000 Witnesses";1932;NULL
3019;"70-te Sezonci";1971;NULL
3020;"70inui yeojoisu";1974;NULL
3021;"70th Annual Academy Awards, The";1998;NULL
3022;"70th Annual Nokia Sugar Bowl, The";2004;NULL
3023;"71 Fragmente einer Chronologie des Zufalls";1994;6.6
3024;"711 Ocean Drive";1950;6.8
3025;"713 prosit posadku";1962;NULL
3026;"71st Annual Academy Awards Pre-Show";1999;NULL
3027;"71st Annual Academy Awards, The";1999;NULL
3028;"71st N.Y. Volunteers Embarking for Santiago";1898;NULL
3029;"71st New York";1898;NULL
3030;"71st Regiment, N.G.S.N.Y. at Camp Wikoff";1898;2.3
3032;"72 Desperate Rebels";1972;2.8
3033;"72 Faced Liar";2003;NULL
3034;"72 gradusa nizhe nulya";1976;NULL
3035;"72 metra";2004;6
3036;"72 Virgins";2003;NULL
3037;7254;1971;NULL
3038;"72K diamondreul chajara";1971;NULL
3039;"72nd Annual Academy Awards Pre-Show";2000;NULL
3040;"72nd Annual Academy Awards, The";2000;NULL
3041;7337;2000;3
3042;7362;1989;NULL
3043;"73rd Annual Academy Awards Pre-Show";2001;NULL
3044;"73rd Annual Academy Awards, The";2001;NULL
3045;"74-es nyr emlkre, A";1974;NULL
3046;"74th Annual Academy Awards, The";2002;NULL
3047;"75 centilitres de prire";1995;NULL
3048;"75 Degrees in July";2000;4.8
3051;"75 Years of Cinema Museum";1972;NULL
3053;"75th Annual Academy Awards, The";2003;NULL
3054;76-89-03;2000;6.7
3055;"76th Annual Academy Awards, The";2004;NULL
3056;"77 Park Lane";1931;NULL
3057;"77 Rue Chalgrin";1931;NULL
3058;"77 Steps";2000;NULL
3059;"777 vterin v Ceskoslovensku";1992;NULL
3060;"77beon Miss Kim";1963;NULL
3061;"77th Miss America Pageant";1997;NULL
3062;78;1998;NULL
3063;"78 Tours";1985;7.8
3064;"78-as szent Johannja, A";2003;NULL
3065;"78 noord";1997;NULL
3066;"79 primaveras";1969;NULL
3067;"79th Miss America Pageant";1999;NULL
3068;"7:35 de la maana";2003;NULL
3069;"7e voyage de La Mouette, Le";2001;NULL
3070;"7eme mensonge, Le";2004;NULL
3071;"7inui milsa";1968;NULL
3072;"7inui yeopolo";1965;NULL
3073;"7mo ngel, El";2000;NULL
3074;"7p., cuis., s. de b., ...  saisir";1984;NULL
3075;"7th and 71st Regiment, New York";1897;NULL
3076;"7th and T";1987;NULL
3077;"7th Annual American Cinema Awards";1990;NULL
3078;"7th Annual Screen Actors Guild Awards";2001;NULL
3079;"7th Annual Soul Train Music Awards, The";1993;NULL
3080;"7th Cavalry";1956;6.2
3081;"7th Dawn, The";1964;5.3
3082;"7th Guest, The";1992;NULL
3083;"7th Regiment, N.G.S.N.Y.";1897;NULL
3084;"7th Regiment, New York City";1899;NULL
3085;"7th Street";2003;7
3086;"7th Voyage of Sinbad, The";1958;6.9
3087;"7Up 2000";2000;NULL
3088;"7me cible, La";1984;6.3
3089;"8 1/2 X 11";1974;NULL
3090;"8 1/2 x 11";1999;NULL
3092;"8 Ball Bunny";1950;7.4
3093;"8 febbraio";2004;NULL
3094;"8 femmes";2002;7.1
3095;"8 Heads in a Duffel Bag";1997;4.7
3096;"8 Innermonologues";1998;NULL
3097;"8 Kamen Riders vs. Galaxy King";1980;NULL
3098;"8 mai 1945: une journe particulire";1995;NULL
3099;"8 Man After";1993;NULL
3100;"8 Mile";2002;6.8
3101;"8 Million Ways to Die";1986;4.8
3102;"8 Minute Abs with 8 Minute Arm";1997;NULL
3103;"8 Peerless Treasures";1979;NULL
3104;"8 regimiento, El";1906;NULL
3105;"8 rigenerazione";1992;NULL
3106;"8 rue Charlot";2001;NULL
3107;"8 Seconds";1994;5.7
3109;"8 Track";2004;NULL
3110;"8 Wheels and Some Soul Brotha' Music";2003;NULL
3111;"8 X 8: A Chess Sonata in 8 Movements";1957;NULL
3112;"8  $";1999;9.2
3113;"8  Women";1999;5.6
3114;"8% lyubov";1990;NULL
3115;"8, 9 y 10";1999;NULL
3116;8-A;1993;6.8
3117;"8. szabad mjus 1, A";1952;NULL
3119;"8. Todsnde: Das Toskana-Karussell, Die";2002;NULL
3120;"8/64: Ana - Aktion Brus";1964;NULL
3121;"80 Goes to Sparta, The";1969;NULL
3122;"80 grader aust for Birdland";2000;4.7
3123;"80 huszr";1978;8.2
3124;"80 kilos suicidas";2000;NULL
3125;"80 km";1955;NULL
3126;"80 Steps to Jonah";1969;5.3
3127;"80's Ending";2003;NULL
3128;"80,000 Suspects";1963;5.4
3129;"80-rig debutant";1980;NULL
3130;"80-rs fdselsdagen";2000;NULL
3131;"80. Adim";1996;NULL
3132;"800 balas";2002;6.4
3134;"800 km de diffrence - Romance";2002;NULL
3135;"800 leguas por el Amazonas";1958;NULL
3136;"800 Two Lap Runners";1994;4.6
3137;"8051 Grinning";1972;NULL
3138;"80cm 5t";1989;NULL
3139;80mq;1993;NULL
3140;81;1996;NULL
3141;813;1920;NULL
3142;813;1923;NULL
3143;82;2000;NULL
3144;"8240 KLO";1966;NULL
3145;"83 Hours 'Til Dawn";1990;NULL
3146;"831, voyage incertain";1986;NULL
3147;"84 Charing Cross Road";1975;NULL
3148;"84 Charing Cross Road";1987;7.2
3149;"84 prend des vacances, Le";1950;NULL
3150;"84C MoPic";1989;6.7
3151;"86000 Seconds: Once a Day in America";2002;NULL
3152;"86400 sekunder";2003;NULL
3153;"87 and Still Banging";1997;NULL
3154;"87 Topaz";2004;NULL
3155;88;2002;NULL
3156;"88 Antop Hill";2003;3.8
3157;"88 Minutes";2005;NULL
3158;"89 mm od Europy";1994;7.8
3159;"893 Pike Street";2001;NULL
3160;8:00a.m.;1995;NULL
3161;"8:e sngen, Den";1998;8.3
3162;8cht;1997;3.4
3163;8MM;1999;5.9
3164;"8th Annual Erotic Films Awards";1983;NULL
3165;"8th Annual Screen Actors Guild Awards";2002;NULL
3166;"8th Laughter File";2002;NULL
3167;"8th Period";1996;NULL
3168;"8 Centenrio da Tomada de Lisboa, O";1947;NULL
3169;8;1963;8.1
3171;"8me gnration, La";1983;NULL
3172;"9 1/2";2002;NULL
3173;"9 1/2 Binds";1997;NULL
3175;"9 1/2 Minuten";1995;NULL
3176;"9 1/2 Minutes";1997;NULL
3177;"9 1/2 Ninjas!";1991;2.8
3178;"9 Across";1999;NULL
3179;"9 dnej odnogo goda";1961;7.3
3180;"9 Items or Less";1995;NULL
3181;"9 maya";1987;NULL
3182;"9 millimeter";1997;3.7
3183;"9 minutes";1967;NULL
3184;"9 Mornings";2002;8.2
3185;"9 Nelalu";2001;NULL
3186;"9 Rapazes e 1 Co";1964;NULL
3187;"9 Souls";2003;6.4
3188;"9 St-Augustin";1996;NULL
3189;"9 wolui chatgi";1973;NULL
3190;"9 rs jubilum";2003;NULL
3191;9'8m/s;1998;NULL
3192;9-1-75;1975;NULL
3193;"9-11: American Reflections";2001;NULL
3194;"9-11: The Teens' Perspective";2002;NULL
3195;9-Ball;2000;NULL
3196;"9-Ball: Geisha Gang Bang";1995;NULL
3197;"9-es krterem, A";1955;NULL
3198;"9-ya rota";2005;NULL
3199;"9. kvetna 1960";1960;NULL
3200;9/11;2002;NULL
3201;"9/11 Memorial from Ground Zero";2003;NULL
3202;9/30/55;1977;6.6
3203;"9/64: O Tannenbaum";1964;NULL
3204;9/Tenths;2004;NULL
3205;"90 Day Wondering";1956;6.4
3206;"90 Days";1985;5.7
3207;"90 Degrees South";1987;NULL
3208;"90 grados sur";2002;NULL
3210;"90 Jours, Les";1959;NULL
3211;"90 Miles";2001;7.4
3212;"90 notti in giro per il mondo";1963;NULL
3213;"90 pevaga mber maakera";1999;NULL
3214;"90 Second Minute";2004;NULL
3215;"90 vjetori i Lidhjes s Prizrenit";1968;NULL
3216;"90, El";1928;NULL
3217;90-60-90;2001;NULL
3218;"90. Geburtstag oder Dinner for One, Der";1963;NULL
3219;"900 Club, The";1993;NULL
3221;"900 Lives of Jackie Frye, The";1998;NULL
3222;"900 Ruku";1964;NULL
3223;"900 Women";2001;4.4
3224;90028;1979;NULL
3225;"901: After 45 Years of Working";1990;7.1
3226;"90 South";1914;NULL
3227;"90 South";1933;8
3228;"91 Karlsson rycker in";1955;NULL
3229;"91 Karlsson slr knockout";1957;NULL
3230;911;2000;NULL
3231;"911 Kiss Set to Stun";1995;NULL
3232;"911: The Road to Tyranny";2002;NULL
3233;"919 Fifth Avenue";1995;NULL
3234;"91:an Karlsson";1946;4
3235;"91:an Karlsson muckar (tror han)";1959;NULL
3236;"91:an Karlssons bravader";1951;4.3
3237;"91:an Karlssons permis";1947;4.6
3238;"91:an och generalernas fnatt";1977;2.5
3239;"92 and Still Banging";2000;NULL
3240;"92 Avignon";1994;NULL
3241;"92 hak mooi gwai dui hak mooi gwai";1992;5.5
3242;"92 in the Shade";1975;5.8
3243;"92 minutter af i gr";1978;NULL
3244;"92 ying zhao nulang";1992;NULL
3245;"92,8 MHz - drmmar i sder";2000;NULL
3246;"93 Million Miles from the Sun";1996;NULL
3247;"93 ye zhi nu";1993;NULL
3248;"94 Arcana Drive";1994;NULL
3249;9413;1998;6.3
3250;"95.8 Capital FM Christmas Live";2002;NULL
3253;"96 horas de amor";1983;NULL
3254;"963 sageon";1976;NULL
3256;"964 Pinnochio";1992;5.1
3257;"967 et les anges";1995;NULL
3258;"97 Brooks";2002;3.9
3259;"97 fung lau mung";1994;NULL
3260;"97 ga yau choi si";1997;4.3
3261;"97 goo waak jai jin mo bat sing";1997;5.9
3262;976;1987;NULL
3264;976-EVIL;1989;3.6
3265;"976-EVIL 2: The Astral Factor";1991;2.9
3266;976-STUD;1989;NULL
3267;976-WISH;1997;2
3268;"98 Degrees and Hoku In Concert";2000;NULL
3269;"98 Degrees: Heat It Up";1999;NULL
3270;"98 goo waak chai ji lung chang foo dau";1998;5.4
3271;"98.3 KHz: Bridge at Electrical Storm";1973;NULL
3272;"984: Prisoner of the Future";1982;NULL
3273;99;1918;NULL
3274;"99 and 44/100% Dead";1974;4.2
3275;"99 Euro Films";2002;6.2
3277;"99 River Street";1953;6.6
3278;"99 Scents";2004;NULL
3279;"99 Threadwaxing";1998;NULL
3280;"99 vuotta elmstni";2004;NULL
3281;"99% Woman";2000;NULL
3282;99-1;1994;NULL
3283;99.9;1997;6.1
3284;990714.com;2000;NULL
3285;"999 Aliza Mizrahi";1967;7
3286;"999 guai shi an";1962;NULL
3287;"999 ming an";1956;NULL
3288;"999 shei shi xiong shou";1994;NULL
3289;"999 wo shi xiong shou";1963;NULL
3290;999-9999;2002;5.6
3291;9:30;2004;6.4
3292;"9:30 to 10:00";2004;NULL
3293;9B;1986;NULL
3294;"9mm of Love";2000;6.6
3295;"9th and 13th U.S. Infantry at Battalion Drill";1898;NULL
3296;"9th Annual Screen Actors Guild Awards";2003;NULL
3298;"9th Infantry Boys' Morning Wash";1898;3.1
3299;"9th Infantry, U.S.A., The";1901;NULL
3300;"9th Laughter File";2003;NULL
3301;"9th October Memorial Concert";1999;NULL
3303;"9th September";2000;NULL
3304;"9th U.S. Cavalry Watering Horses";1898;NULL
3305;":03 From Gold";2002;NULL
3306;":20 Minute Workout";1982;NULL
3307;?;1932;NULL
3308;?;2001;NULL
3309;?!;2002;NULL
3312;"@MTV with Eve";2000;NULL
3313;"@MTV with Hot Boys Feat, Juvenile";2000;NULL
3314;"@MTV with Smashing Pumpkins";2000;NULL
3315;[E]vangelion;2005;NULL
3316;"[Insert Title Here]";2000;NULL
3317;"A & P";1996;5.6
3318;A;1998;5.1
3319;A;2002;2.9
3320;"A + (Amas)";2004;NULL
3321;"A 001, operazione Giamaica";1965;NULL
3322;"A 008, operazione Sterminio";1965;6.1
3323;"A 077, sfida ai killers";1966;NULL
3324;"A 11-a porunca";1991;6
3325;"A 3 pofon";1923;NULL
3326;"A 45 revoluciones por minuto";1969;NULL
3327;"A and B in Ontario";1984;NULL
3328;"A B C's of the U.S.A.";1909;NULL
3329;"A Banna";1980;NULL
3330;"A bor lelke";1999;NULL
3331;"A bordo de un buque de la Armada Espaola I";1969;NULL
3332;"A bordo de un buque de la Armada Espaola II";1969;NULL
3333;"A buen juez, mejor testigo";1926;NULL
3334;"A byahme mladi";1961;NULL
3335;"A byl li Karotin";1989;5.2
3336;"A Caminho das Colnias";1937;NULL
3337;"A Caminho das ndias";1979;NULL
3338;"A Caminho de Madrid";1936;NULL
3339;"A Can dang chai";1981;NULL
3340;"A casa di Irma";1999;NULL
3341;"A cavallo della tigre";1961;5.7
3342;"A cavallo della tigre";2002;5.3
3343;"A cena col vampiro";1988;NULL
3345;"A Chao jie hun";1958;NULL
3346;"A Charlie Parker";1971;NULL
3347;"A che punto  la notte";1995;NULL
3348;"A che servono questi quattrini?";1942;NULL
3349;"A Chon le quieren a el chon";2003;NULL
3350;"A Chronicles, The";1992;NULL
3351;"A chtoj-to ty vo frake?";1993;NULL
3352;"A ciascuno il suo";1967;5.7
3353;"A ciegas";1997;4.7
3354;"A co ja, milcik?";1986;NULL
3355;"A comme acteur";1995;NULL
3356;"A contra vuelta";1975;NULL
3357;"A contratiempo";1982;5.2
3358;"A contraviento";1976;NULL
3359;"A cui e vina?";1965;NULL
3360;"A cuore freddo";1971;NULL
3361;"A De shen ming";1994;NULL
3362;"A desnivel mundial";1998;NULL
3363;"A destiempo";1986;NULL
3364;"A dicsekvo varga";1979;NULL
3365;"A diestra y siniestra";2001;NULL
3366;"A Dio piacendo";1995;NULL
3367;"A Dios";2001;NULL
3368;"A domani";1999;5.1
3369;"A doppia faccia";1969;4.9
3370;"A dos aguas";1988;NULL
3371;"A dos grados del ecuador";1953;NULL
3372;"A doua cadere a Constantinopolului";1994;4.9
3375;"A este lado del muro";1963;NULL
3376;"A famiglia";1999;NULL
3377;"A Federico Garca Lorca";1937;NULL
3378;"A Fei jing juen";1991;7.3
3379;"A fil di spada";1952;NULL
3380;"A fior di pelle";1987;NULL
3381;"A flor de piel";1974;NULL
3382;"A forme di cuore";1996;NULL
3383;"A forza di sberle";1975;NULL
3384;"A fost odata";1957;NULL
3385;"A fost prietenul meu";1961;NULL
3386;"A Fu bei gui mi";1984;NULL
3387;"A fu guo nian";1960;NULL
3388;"A fuego lento";1980;NULL
3389;"A fuego lento";1991;5.4
3390;"A fuerza de arrastrarse";1924;NULL
3391;"A futura memoria: Pier Paolo Pasolini";1986;7.3
3392;"A fny svnyei";2005;NULL
3393;"A Galicia vente x";2004;NULL
3394;"A galope sobre la historia";1982;NULL
3395;"A galope tendido";2000;5.6
3396;"A garrote limpio";1989;NULL
3397;"A Ghentar si muore facile";1967;NULL
3398;"A golpe de hacha";1991;NULL
3399;"A gozar, a gozar, que el mundo se va acabar";1990;NULL
3400;"A hierro muere";1962;NULL
3401;"A Holes 2";1999;NULL
3402;"A Holes 4";2001;NULL
3404;"A Hunting We Will Go";1932;6.5
3405;"A Is for Acid";2002;NULL
3407;"A Is for Architecture";1960;NULL
3409;"A Is for Atom";1953;NULL
3410;"A Is for Autism";1992;NULL
3411;"A jergazo limpio";1980;NULL
3412;"A kak u vas?";1958;NULL
3413;"A kdo je vinen?";1971;NULL
3414;"A knze kop potezkal";1969;NULL
3415;"A kuca zvoni li zvoni";1971;NULL
3416;"A kpzelt beteg";1971;NULL
3417;"A kpzett beteg";1952;NULL
3418;"A la altura de los ojos";1988;NULL
3419;"A la busca";1967;NULL
3420;"A la Cabaret";1916;NULL
3421;"A La Cart";1997;9
3422;"A la carte";2000;NULL
3423;"A la fine";1986;NULL
3424;"A La Habana me voy";1951;NULL
3425;"A la justicia por la libertad";1976;NULL
3427;"A La Levine";1991;NULL
3428;"A la lima y al limn";1942;NULL
3429;"A la mar, acero";1958;NULL
3430;"A la medianoche y media";1999;6.4
3431;"A la medida";1999;NULL
3432;"A la memoria de las sirenas";2003;NULL
3433;"A la memoria del autor";1966;NULL
3434;"A la misma hora";1987;NULL
3435;"A la mitad del camino";1973;NULL
3436;"A la orilla de un palmar";1937;NULL
3437;"A la otra";2001;NULL
3438;"A la pesca de los 45 millones";1916;NULL
3439;"A la plida luz de la luna";1985;1.9
3440;"A la recerca del grial";2004;NULL
3441;"A la salida";1963;NULL
3442;"A la salida nos vemos";1986;NULL
3443;"A la sombra del puente";1948;NULL
3444;"A la sombra del sol";1965;NULL
3445;"A la sombra del sol";1974;NULL
3446;"A las armas";1927;NULL
3448;"A las cinco de la tarde";1961;NULL
3449;"A las cinco en punto";2004;NULL
3450;"A las diez y media";1962;NULL
3451;"A las puertas del infierno";1993;NULL
3452;"A List";1996;NULL
3453;"A lo macho";1938;NULL
3454;"A Long yu xue ji";1986;NULL
3455;"A Lorca";1998;NULL
3456;"A los cirujanos se les va la mano";1980;5.4
3457;"A los compaeros la libertad";1987;NULL
3458;"A los cuatro vientos";1955;NULL
3459;"A los cuatro vientos";1987;NULL
3460;"A los pies de la Malintzin";1975;NULL
3461;"A los pies de usted";1945;NULL
3462;"A los que aman";1998;7.3
3463;"A Mao zheng chuan";1976;NULL
3464;"A Marechiare 'nce sta 'na fenestra";1924;NULL
3465;"A me mi piace";1985;NULL
3466;"A media luz";1947;NULL
3467;"A media luz los tres";1958;NULL
3468;"A mezzanotte va la ronda del piacere";1975;5.7
3469;"A mi iskolank";1984;NULL
3470;"A mi madre le gustan las mujeres";2002;5.9
3471;"A moglo je bilo kako";1997;NULL
3472;"A morte! Signor ladro";1923;NULL
3473;"A Mosca cieca";1966;6.8
3474;"A m las mujeres ni fu ni fa";1971;NULL
3475;"A m no me mire usted";1941;NULL
3476;"A m quin me manda meterme en esto";1997;NULL
3477;"A m qu me importa que explote Miami";1976;NULL
3478;"A nad Banatom strasila";1980;NULL
3479;"A nerkej mi Vasku";1972;NULL
3480;"A Nimisham";1977;NULL
3481;"A Niu xin zhuan";1952;NULL
3482;"A noi piace freddo...!";1960;NULL
3483;"A Nove Milhas da Costa";1936;NULL
3484;"A nu";1948;NULL
3485;"A Paz  Dourada";1989;NULL
3486;"A pesar de todo";2003;NULL
3487;"A pesar de Treblinka";2002;NULL
3488;"A piacere";1976;NULL
3489;"A pobezim az na kraj sveta";1979;NULL
3490;"A pofon";2003;NULL
3491;"A pomhal jen bh";1990;NULL
3492;"A porte chiuse";1961;NULL
3493;"A priori";1991;NULL
3494;"A privi un tablou";1972;NULL
3495;"A proposito de la luz tropical";1978;NULL
3496;"A proposito del hombre";1979;NULL
3497;"A proposito dell'Angola";1974;NULL
3498;"A proposito di quella strana ragazza";1989;NULL
3499;"A proposito di Roma";1987;NULL
3500;"A proposito di sentimenti";1999;NULL
3501;"A propsito de Baleares";1969;NULL
3502;"A propsito de Buuel";2000;7.5
3503;"A propsito de Simon Bolivar";1976;NULL
3504;"A puerta cerrada";1962;NULL
3505;"A pugni nudi";1974;NULL
3506;"A punta de ltigo";1949;NULL
3507;"A punta de pistola";1998;NULL
3508;"A pter s a Pter";1912;NULL
3509;"A qualcuna piace calvo";1960;NULL
3510;"A qualsiasi prezzo";1968;NULL
3511;"A qu van a la ciudad?";1976;NULL
3512;"A ras del ro";1962;NULL
3513;"A Renato Leduc";1984;NULL
3514;"A Rimini";1995;NULL
3515;"A ritmo de twist";1962;NULL
3516;"A ruota libera";2000;3.7
3517;"A ro revuelto";1945;NULL
3518;"A sablazo limpio";1958;NULL
3519;"A sad adio";2000;NULL
3520;"A sangre fria";1995;NULL
3521;"A sangre fria";2002;NULL
3522;"A sangre fra";1947;NULL
3523;"A sangre fra";1959;6.1
3524;"A sangre y fuego";1988;NULL
3525;"A Santanotte";1922;NULL
3526;"A sega nakade?";1988;7.1
3527;"A sekat dobrotu...";1968;NULL
3528;"A si Eva";1990;NULL
3529;"A Sign Days";1989;NULL
3530;"A solas contigo";1990;5
3531;"A sor";2004;NULL
3534;"A spat' s chuzhoj zhenoj khorosho!?";1992;NULL
3535;"A sud dell'Italia";1992;NULL
3536;"A sud niente di nuovo";1957;NULL
3537;"A suon di lupara";1968;NULL
3538;"A sus rdenes";2004;NULL
3540;"A Tan nei zhuan";1988;NULL
3541;"A tepyer sudi...";1967;NULL
3542;"A tigriscskos kutya";2001;NULL
3543;"A tiro limpio";1960;NULL
3544;"A tiro limpio";1963;6.5
3545;"A tiro limpio";1996;6.9
3546;"A titkos hely";2003;NULL
3547;"A titkos hbor";2002;NULL
3548;"A to B";1976;NULL
3549;"A to Z";1956;NULL
3550;"A to Z";1986;NULL
3551;"A to Z of Wagner";1995;NULL
3552;"A to Zeppelin: The Led Zeppelin Story";2004;NULL
3553;"A toda costa";1984;NULL
3554;"A toda mquina";1951;8.5
3555;"A tope";1983;NULL
3556;"A traves de Sonora";1925;NULL
3557;"A travs de la ventana";1986;NULL
3558;"A travs de San Sebastin";1960;NULL
3559;"A travs de tus ojos";2002;NULL
3560;"A travs del ftbol";1962;NULL
3561;"A travs del Pirineo";1963;NULL
3562;"A Trieste - vincere o morire!";1915;NULL
3563;"A tu per tu";1984;4.6
3564;"A u nas byla tishina...";1977;NULL
3565;"A u pozadini more";1969;NULL
3566;"A um Pulo da Morte";1969;NULL
3567;"A un";1989;NULL
3568;"A un dios desconocido";1977;6.2
3569;"A un paso del 2000";1999;NULL
3570;"A unsprezecea porunca";1990;NULL
3571;"A v Rossii opyat' okayannyye dni";1990;NULL
3572;"A veces los jueves";1999;NULL
3573;"A veces miro mi vida";1982;NULL
3574;"A vent'anni  sempre festa";1957;NULL
3575;"A ver qu sale";1974;NULL
3576;"A Ver Viana";1970;NULL
3577;"A viso coperto";1985;NULL
3578;"A volar";1973;NULL
3579;"A vot i ya...";1993;NULL
3580;"A vsen vtez";1918;NULL
3581;"A Wopbobaloobop a Lopbamboom";1989;6.3
3582;"A yesli eto lyubov?";1961;7.1
3583;"A Yong";1975;NULL
3584;"A zivot jde dl";1935;NULL
3585;"A zori zdes tikhiye";1972;8.6
3586;"A! Onnatachi: waika";1981;NULL
3588;"A&E Biography: Adam & Eve";1996;NULL
3589;"A&E Biography: Admiral Richard Byrd";2000;NULL
3591;"A&E Biography: Al Capone - Scarface";1987;NULL
3593;"A&E Biography: All My Children";2003;NULL
3594;"A&E Biography: All the Presidents' Kids";2003;NULL
3597;"A&E Biography: Anastasia - Her True Story";1997;NULL
3599;"A&E Biography: Andrew Cunanan";2000;NULL
3601;"A&E Biography: Andy Warhol";1998;NULL
3602;"A&E Biography: Andy Williams";2003;NULL
3613;"A&E Biography: Babe Ruth";1987;NULL
3614;"A&E Biography: Baby Face Nelson";1997;NULL
3618;"A&E Biography: Benedict Arnold";2000;NULL
3619;"A&E Biography: Bernie Mac";2003;NULL
3620;"A&E Biography: Betty Boop";2000;NULL
3623;"A&E Biography: Billy Barty - Think Big";2001;NULL
3625;"A&E Biography: Bloomingdales";2000;NULL
3627;"A&E Biography: Bonnie & Clyde";2000;NULL
3631;"A&E Biography: Buffy the Vampire Slayer";2003;NULL
3633;"A&E Biography: Caligula - Reign of Madness";2000;NULL
3643;"A&E Biography: Charlie Sheen";2002;NULL
3645;"A&E Biography: Chiang Kai-Shek";2000;NULL
3647;"A&E Biography: Cinque - Freedom Fighter";1997;NULL
3651;"A&E Biography: Cleopatra - Destiny's Queen";1994;NULL
3652;"A&E Biography: Close-Up - Sesame Street";2001;NULL
3654;"A&E Biography: Confucius - Words of Wisdom";1996;NULL
3658;"A&E Biography: Crazy Horse";2000;NULL
3659;"A&E Biography: Cybill Shepherd";2004;NULL
3660;"A&E Biography: Dalai Lama - The Soul of Tibet";1994;NULL
3661;"A&E Biography: Daniel Boone";1995;NULL
3663;"A&E Biography: Dave Thomas - Made to Order";2000;NULL
3664;"A&E Biography: David Berkowitz - Son of Sam";1998;NULL
3667;"A&E Biography: Diane Keaton - On Her Own";2003;NULL
3670;"A&E Biography: Dr. Joyce Brothers";2000;NULL
3672;"A&E Biography: Dr. Ruth Westheimer";2000;NULL
3679;"A&E Biography: Eleanor - A Restless Spirit";1994;NULL
3680;"A&E Biography: Eliot Ness - Untouchable";1997;NULL
3682;"A&E Biography: Elizabeth I - Virgin Queen";1999;NULL
3683;"A&E Biography: Elizabeth Taylor";1993;NULL
3684;"A&E Biography: Enzo Ferrari";2001;NULL
3688;"A&E Biography: Fabulous World of Faberg";1997;NULL
3694;"A&E Biography: Frank Serpico";2000;NULL
3696;"A&E Biography: Gandhi - Pilgrim of Peace";1997;NULL
3697;"A&E Biography: Gary Gilmore - A Fight to Die";2000;NULL
3700;"A&E Biography: George Eastman";2001;NULL
3703;"A&E Biography: Geronimo";2000;NULL
3704;"A&E Biography: Great Ziegfeld";1996;NULL
3709;"A&E Biography: Hayley Mills Seeing Double";1999;NULL
3710;"A&E Biography: Henry Ford";1999;NULL
3711;"A&E Biography: Henry Hill - Goodfella";2002;NULL
3712;"A&E Biography: Henry VIII";2000;NULL
3713;"A&E Biography: Hercules - Power of the Gods";2000;NULL
3715;"A&E Biography: Hirohito";2000;NULL
3716;"A&E Biography: Ho Chi Minh - Vietnam's Enigma";1998;NULL
3717;"A&E Biography: Houdini - The Great Escape";1987;NULL
